-1.500000000000000000e+02,0.000000000000000000e+00
-1.475000000000000000e+02,5.700000000000000000e+01
-1.450000000000000000e+02,6.300000000000000000e+01
-1.425000000000000000e+02,7.200000000000000000e+01
-1.400000000000000000e+02,7.800000000000000000e+01
-1.375000000000000000e+02,8.400000000000000000e+01
-1.350000000000000000e+02,1.040000000000000000e+02
-1.325000000000000000e+02,1.460000000000000000e+02
-1.300000000000000000e+02,1.790000000000000000e+02
-1.275000000000000000e+02,1.680000000000000000e+02
-1.250000000000000000e+02,1.390000000000000000e+02
-1.225000000000000000e+02,1.100000000000000000e+02
-1.200000000000000000e+02,9.600000000000000000e+01
-1.175000000000000000e+02,1.180000000000000000e+02
-1.150000000000000000e+02,2.120000000000000000e+02
-1.125000000000000000e+02,3.470000000000000000e+02
-1.100000000000000000e+02,4.320000000000000000e+02
-1.075000000000000000e+02,4.700000000000000000e+02
-1.050000000000000000e+02,4.590000000000000000e+02
-1.025000000000000000e+02,3.880000000000000000e+02
-1.000000000000000000e+02,3.360000000000000000e+02
-9.750000000000000000e+01,3.340000000000000000e+02
-9.500000000000000000e+01,3.700000000000000000e+02
-9.250000000000000000e+01,4.350000000000000000e+02
-9.000000000000000000e+01,4.960000000000000000e+02
-8.750000000000000000e+01,5.590000000000000000e+02
-8.500000000000000000e+01,6.640000000000000000e+02
-8.250000000000000000e+01,7.770000000000000000e+02
-8.000000000000000000e+01,9.120000000000000000e+02
-7.750000000000000000e+01,1.233000000000000000e+03
-7.500000000000000000e+01,1.785000000000000000e+03
-7.250000000000000000e+01,2.909000000000000000e+03
-7.000000000000000000e+01,5.772000000000000000e+03
-6.750000000000000000e+01,1.221500000000000000e+04
-6.500000000000000000e+01,2.446900000000000000e+04
-6.250000000000000000e+01,4.591800000000000000e+04
-6.000000000000000000e+01,8.176900000000000000e+04
-5.750000000000000000e+01,1.361800000000000000e+05
-5.500000000000000000e+01,2.104060000000000000e+05
-5.250000000000000000e+01,3.020590000000000000e+05
-5.000000000000000000e+01,4.054460000000000000e+05
-4.750000000000000000e+01,5.104680000000000000e+05
-4.500000000000000000e+01,6.041820000000000000e+05
-4.250000000000000000e+01,6.775430000000000000e+05
-4.000000000000000000e+01,7.329640000000000000e+05
-3.750000000000000000e+01,7.716520000000000000e+05
-3.500000000000000000e+01,7.940480000000000000e+05
-3.250000000000000000e+01,8.054470000000000000e+05
-3.000000000000000000e+01,8.083910000000000000e+05
-2.750000000000000000e+01,8.091770000000000000e+05
-2.500000000000000000e+01,8.146270000000000000e+05
-2.250000000000000000e+01,8.198830000000000000e+05
-2.000000000000000000e+01,8.204240000000000000e+05
-1.750000000000000000e+01,8.180910000000000000e+05
-1.500000000000000000e+01,8.164260000000000000e+05
-1.250000000000000000e+01,8.175550000000000000e+05
-1.000000000000000000e+01,8.161180000000000000e+05
-7.500000000000000000e+00,8.064370000000000000e+05
