-5.000000000000000000e+00,7.860450000000000000e+05
-2.500000000000000000e+00,7.435610000000000000e+05
0.000000000000000000e+00,6.563560000000000000e+05
2.500000000000000000e+00,5.356550000000000000e+05
5.000000000000000000e+00,4.395370000000000000e+05
7.500000000000000000e+00,3.917020000000000000e+05
1.000000000000000000e+01,3.725190000000000000e+05
1.250000000000000000e+01,3.657330000000000000e+05
1.500000000000000000e+01,3.656100000000000000e+05
1.750000000000000000e+01,3.663490000000000000e+05
2.000000000000000000e+01,3.671190000000000000e+05
2.250000000000000000e+01,3.699160000000000000e+05
2.500000000000000000e+01,3.704070000000000000e+05
2.750000000000000000e+01,3.677940000000000000e+05
3.000000000000000000e+01,3.652110000000000000e+05
3.250000000000000000e+01,3.630530000000000000e+05
3.500000000000000000e+01,3.611300000000000000e+05
3.750000000000000000e+01,3.594670000000000000e+05
4.000000000000000000e+01,3.554340000000000000e+05
4.250000000000000000e+01,3.447210000000000000e+05
4.500000000000000000e+01,3.235240000000000000e+05
4.750000000000000000e+01,2.878580000000000000e+05
5.000000000000000000e+01,2.376470000000000000e+05
5.250000000000000000e+01,1.788500000000000000e+05
5.500000000000000000e+01,1.207270000000000000e+05
5.750000000000000000e+01,7.248300000000000000e+04
6.000000000000000000e+01,3.853100000000000000e+04
6.250000000000000000e+01,1.805900000000000000e+04
6.500000000000000000e+01,7.696000000000000000e+03
6.750000000000000000e+01,3.216000000000000000e+03
7.000000000000000000e+01,1.458000000000000000e+03
7.250000000000000000e+01,8.380000000000000000e+02
7.500000000000000000e+01,6.710000000000000000e+02
7.750000000000000000e+01,6.390000000000000000e+02
8.000000000000000000e+01,5.780000000000000000e+02
8.250000000000000000e+01,4.840000000000000000e+02
8.500000000000000000e+01,3.890000000000000000e+02
8.750000000000000000e+01,3.070000000000000000e+02
9.000000000000000000e+01,2.650000000000000000e+02
9.250000000000000000e+01,2.530000000000000000e+02
9.500000000000000000e+01,2.490000000000000000e+02
9.750000000000000000e+01,2.510000000000000000e+02
1.000000000000000000e+02,2.620000000000000000e+02
1.025000000000000000e+02,2.750000000000000000e+02
1.050000000000000000e+02,2.830000000000000000e+02
1.075000000000000000e+02,2.940000000000000000e+02
1.100000000000000000e+02,2.970000000000000000e+02
1.125000000000000000e+02,2.820000000000000000e+02
1.150000000000000000e+02,2.220000000000000000e+02
1.175000000000000000e+02,1.250000000000000000e+02
1.200000000000000000e+02,6.500000000000000000e+01
1.225000000000000000e+02,5.300000000000000000e+01
1.250000000000000000e+02,6.100000000000000000e+01
1.275000000000000000e+02,7.800000000000000000e+01
1.300000000000000000e+02,8.600000000000000000e+01
1.325000000000000000e+02,9.000000000000000000e+01
1.350000000000000000e+02,1.010000000000000000e+02
1.375000000000000000e+02,1.200000000000000000e+02
1.400000000000000000e+02,1.300000000000000000e+02
1.425000000000000000e+02,1.260000000000000000e+02
1.450000000000000000e+02,9.400000000000000000e+01
1.475000000000000000e+02,4.100000000000000000e+01
1.500000000000000000e+02,8.000000000000000000e+00
